Defect ID,Status,Summary,Severity,Detected on Date,Environment,Incident Type,Modified,Closing Date,Root Cause
463,Closed,[TM3_PI&C] : Application date is changing during policy change process,2,18/12/2015,Test/SIT,Defect,7/1/2016 4:54,7/1/2016,Coding Issue
464,Closed,[TM3_PI&C] : Unable to save policy changes to the policy with medical questions answered during issue,2,18/12/2015,Test/SIT,Defect,13/1/2016 22:15,14/1/2016,Coding Issue
465,Closed,[TM3_Q&I_Confirmations] - Medical Questionnaire not displaying properly,3,17/12/2015,Test/SIT,Defect,30/12/2015 20:42,30/12/2015,Environment Issue
466,Closed,[TM3_PI&C_Confirmations] : Unable to generate and view confirmation the result of the policy change,3,19/12/2015,Test/SIT,Defect,13/1/2016 12:53,13/1/2016,Coding Issue
467,Ready to Retest,[TM3_Q&I] : Local vs UTC date and Coverage Start date for OCM,3,19/12/2015,Test/SIT,Defect,20/1/2016 13:02,,Build & Configuration Related Issue
468,Closed,[TM3_PI&C] : Void vs cancel and same day CC payments,2,20/12/2015,Test/SIT,Defect,7/1/2016 15:14,7/1/2016,Coding Issue
469,Closed,[TM3_PI&C] Clarification:Previous value against the column 'Action' in the 'Asset History' section is not displaying in Bold,4,20/12/2015,Test/SIT,Watch List,6/1/2016 23:13,7/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
470,Closed,[TM3_PI&C] Field mismatch in the 'Payment Detail' screen,4,20/12/2015,Test/SIT,Defect,27/12/2015 21:18,28/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
471,Closed,"[TM3_PI&C_Module] : Multi Trip Duration Name? ""MTD00066"" for Trip days ? 30 is missing in the lookup searched list",3,21/12/2015,Test/SIT,Defect,24/12/2015 6:49,24/12/2015,Coding Issue
472,Closed,[TM3_PI&C_Module ] : Coverage End Date field is editable for Policies where Plan = Traveling Canadian / Multi Trip,3,21/12/2015,Test/SIT,Defect,23/12/2015 6:22,23/12/2015,Coding Issue
473,Closed,"[TM3_PI&C] User is able to change the field ""# of Dependent Children/Grandchildren"" for Single TRIP Travel Canada Emergency Medical Plan",3,21/12/2015,Test/SIT,Defect,23/12/2015 21:30,24/12/2015,Coding Issue
474,Closed,[TM3_Migration]The structure of policy table and booking table is different from the specification,2,21/12/2015,Development,Defect,17/1/2016 22:48,18/1/2016,Requirement Issue - Change in Requirement
475,Closed,[TM3_PI&C] : Able to change DOB from MQ required age (>59) to MQ NOT required age (<59),3,21/12/2015,Test/SIT,Defect,23/12/2015 21:57,24/12/2015,Requirement Issue - Change in Requirement
476,Closed,"[TM3_Q&I] Unable to generate policy number, error shown as ""Policy Foreign key constraint violations while performing insert operation"" in step 5",1,21/12/2015,Test/SIT,Defect,30/12/2015 2:27,30/12/2015,Coding Issue
477,Closed,[TM3_Migration]Data mismatch is present for policy number '5A82314Z',2,21/12/2015,Development,Defect,13/1/2016 22:26,14/1/2016,Build & Configuration Related Issue
478,Closed,[TM3 ACM feed] date columns not correct format,3,21/12/2015,Test/SIT,Defect,13/1/2016 12:54,13/1/2016,Environment Issue
479,Ready to Retest,[TM3_Reports] GL Configuration Report Defects,3,21/12/2015,Development,Defect,29/12/2015 9:04,30/12/2015,Coding Issue
480,Closed,"[TM3_PI&C] : ""Total Trip Cost"" field accepting and saving value for MTAI plan where Trip Cost is not applicable.",3,21/12/2015,Test/SIT,Defect,21/1/2016 3:34,21/1/2016,Coding Issue
481,Closed,[TM3_Migration] The count in correspondence table does not match with that of stg.WynsureCorrespondence,2,22/12/2015,Development,Defect,7/1/2016 11:31,28/12/2015,Architecture Issue
482,Closed,"[TM3_PI&C] User is able to change the fields ""first name"" or ""last name""  for Single TRIP Travel Canada Emergency Medical Plan",3,22/12/2015,Test/SIT,Defect,28/12/2015 4:44,28/12/2015,Coding Issue
483,Closed,"[TM3_PI&C] : STP - Changes in ""Opportunity Extensions"" date fields is not being updated in TRIP Database.",2,21/12/2015,Test/SIT,Defect,4/1/2016 6:12,4/1/2016,Coding Issue
484,Retested,[TM3_PI&C] Requirement issue: System is not displaying proper error message if user enters invalid value or blank value in 'Asset' while generating new confirmation,4,21/12/2015,Test/SIT,Defect,21/1/2016 12:46,,Requirement Issue - Ambiguous/Unclear Requirement
485,Closed,[TM3_Migration] The count in policy.contactphone table does not match with that of policy table for 5A policies,2,22/12/2015,Development,Defect,13/1/2016 22:25,14/1/2016,Coding Issue
486,Retested,[TM3_PI&C] System is not displayimg any error message if user changed the 'Asset' value with a valid one while generating new asset confirmation,3,22/12/2015,Test/SIT,Defect,21/1/2016 12:47,,Requirement Issue - Ambiguous/Unclear Requirement
487,Closed,[TM3_Migration] Data mismatch is present for policy no '5A82551K',2,22/12/2015,Development,Defect,13/1/2016 22:25,14/1/2016,Coding Issue
488,Fixed,[TM3_Accounting] : LastModifiedDateTime is not getting updated after modification of Expiry date column.,3,22/12/2015,Test/SIT,Defect,21/1/2016 1:43,,Environment Issue
489,Closed,"[TM3_Accounting_Module] : ""AccountingEntity"" column is showing blank instead of showing GLAccounting.Legal value which is NULL",3,22/12/2015,Test/SIT,Defect,30/12/2015 3:40,30/12/2015,Coding Issue
490,Closed,[TM3_PI&C] On 'Save' asset confirmation <Date Generated> value is not getting auto populated with current system date,3,22/12/2015,Test/SIT,Defect,7/1/2016 6:51,7/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
491,Closed,[TM3_PI&C] Field level issues while generating new asset confirmation,3,22/12/2015,Test/SIT,Defect,20/1/2016 22:32,21/1/2016,Build & Configuration Related Issue
492,Retested,[TM3_PI&C] System is not displaying any error message when user clicks on the 'Edit' button in the 'Oppurtunity Detail' screen and the opportunity is in 'Closed Won' stage,2,22/12/2015,Test/SIT,Defect,30/12/2015 8:51,,Build & Configuration Related Issue
493,Closed,[TM3 PI&C] Confirmation Void Policy - header not correct,3,22/12/2015,Test/SIT,Defect,29/12/2015 11:55,29/12/2015,Design Issue
494,Closed,[TM3_PI&C] VTC - Canadian Arrival Date is not showing up in Opportunity Extensions screen of SalesForce,2,22/12/2015,Test/SIT,Defect,3/1/2016 20:43,4/1/2016,Coding Issue
495,Closed,[TM3 PI&C] Confirmation Void Policy - Policy Status is Active (instead of Void),3,22/12/2015,Test/SIT,Defect,13/1/2016 14:56,13/1/2016,Coding Issue
496,Closed,[TM3_Confirmation] :  Confirmation Void Policy - diplaying BounceBack Benefit,3,22/12/2015,Test/SIT,Defect,29/12/2015 11:56,29/12/2015,Coding Issue
497,Closed,[TM3 Q&I All confirmations] Street Number not displaying,3,22/12/2015,Test/SIT,Defect,30/12/2015 13:32,30/12/2015,Build & Configuration Related Issue
498,Closed,[TM3 CAR feed] date format different from requirement,3,22/12/2015,Test/SIT,Defect,13/1/2016 12:55,13/1/2016,Environment Issue
499,Closed,[TM3 ATF feed] DOB date format different from requirement,3,22/12/2015,Test/SIT,Defect,5/1/2016 12:54,5/1/2016,Build & Configuration Related Issue
500,Closed,"[TM3_Q&I] WhenTravellers Age is greater than Plan/Family maximum age for VTC plan, clicking on 'OK' on the error message system gets hung up",2,22/12/2015,Test/SIT,Defect,30/12/2015 3:36,30/12/2015,Coding Issue
501,Reopen,[TM3_Q&I] The system displays an error message when medical questions are answered in a particular format.,3,23/12/2015,Test/SIT,Watch List,6/1/2016 14:45,,Build & Configuration Related Issue
502,Closed,[TM3_Q&I] : Cheque payment option missing for LIA,1,23/12/2015,Test/SIT,Defect,29/12/2015 23:05,30/12/2015,Coding Issue
503,Closed,[TM3_Q&I] Age is getting calculated from purchase date not from coverage start date for plan VTC and Student,2,22/12/2015,Test/SIT,Defect,30/12/2015 11:33,30/12/2015,Coding Issue
504,Closed,[TM3_ Reports] - Unreleased Manual Accounting Report Defects,3,23/12/2015,Test/SIT,Defect,21/1/2016 10:54,21/1/2016,Coding Issue
505,Closed,[TM3_PI&C] Age is getting calculated from purchase date not from coverage start date for plan VTC and Student,2,24/12/2015,Test/SIT,Defect,14/1/2016 2:46,14/1/2016,Coding Issue
506,Closed,"[TM3_Accounting_Module] : ApprovedBy, ApproveDateTime is also getting populated for Batch transactions in GLAccounting Table",3,24/12/2015,Test/SIT,Defect,14/1/2016 4:49,14/1/2016,Build & Configuration Related Issue
507,Closed,"[TM3_PI&C_Age] System is displaying error message when the age is equal to maximum plan age (OCM=120 yrs, VTC=85 YRS, Student=54 yrs)",2,24/12/2015,Test/SIT,Defect,14/1/2016 3:52,14/1/2016,Coding Issue
508,Closed,[TM3_Q&I] User is able to pay by only two cards even when three plans are selected,3,24/12/2015,Test/SIT,Defect,20/1/2016 23:27,21/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
509,Closed,[TM3_Migration]The departure and destination id is showing up in policy table for a policy which has departure and destination Id set as null in stg.wynsureProduct table.,3,24/12/2015,Development,Defect,7/1/2016 11:32,6/1/2016,Build & Configuration Related Issue
510,Closed,[TM3_Q&I] Final Recap Page,4,24/12/2015,Test/SIT,Defect,12/1/2016 23:09,13/1/2016,Build & Configuration Related Issue
511,Closed,[TM3_Q&I] Clarification :Trip Amount field,4,24/12/2015,Test/SIT,Watch List,28/12/2015 21:30,29/12/2015,Requirement Issue - Inadequate/Missing Requirement
512,Closed,[TM3_Migration] Discrepancy is observed for policy number '5a0080864p',3,24/12/2015,Development,Defect,13/1/2016 22:24,14/1/2016,Coding Issue
513,Open,[TM3_Q&I] Medical Questionnaire - Ineligibility message flashes followed by multiple error messages in one pop-up,3,27/12/2015,Test/SIT,Defect,16/1/2016 14:25,,
514,Ready to Retest,[TM3_Q&I] Selected Plan Recap page - Trip Amount is missing,3,27/12/2015,Test/SIT,Defect,12/1/2016 23:23,,Build & Configuration Related Issue
515,Open,"[TM3_Accounting] : As per Latest Spec doc, Changes required in Column positions in GLAccounting Table. Columns are - Value, BatchID",2,27/12/2015,Test/SIT,Defect,16/1/2016 9:32,,
516,Closed,[TM3_Q&I] Destination field in Application page shows other/others,4,27/12/2015,Test/SIT,Defect,13/1/2016 3:38,13/1/2016,Build & Configuration Related Issue
517,Ready to Retest,[TM3_Q&I] Issue with International Province. Fails for STP plans,2,27/12/2015,Test/SIT,Defect,21/1/2016 23:15,,Environment Issue
518,Closed,[TM3_Q&I] The system navigates back to step4(applicant details) page when next button is clicked on Final Recap page(Step5),1,28/12/2015,Test/SIT,Defect,29/12/2015 21:45,29/12/2015,Coding Issue
519,Closed,[TM3_Q&I]The coverage end date is not displayed for Multi Trip all Inclusive plan in Selected Plan Recap page.,3,28/12/2015,Test/SIT,Defect,13/1/2016 2:16,13/1/2016,Build & Configuration Related Issue
520,Closed,[TM3_Q&I_UX] Content Mismatch in Step 1 - first page for Top-Up,4,28/12/2015,Test/SIT,Defect,29/12/2015 22:12,30/12/2015,Build & Configuration Related Issue
521,Closed,[TM3_Accounting_Module] : ALTDATE column is filled with some date value instead of showing Blank,3,27/12/2015,Test/SIT,Defect,30/12/2015 3:46,30/12/2015,Design Issue
522,Closed,[TM3_PI&C_Age] System is not allowing to change DOB when the age is even less than 59,2,28/12/2015,Test/SIT,Defect,30/12/2015 3:50,30/12/2015,Coding Issue
523,Closed,"[TM3_Accounting_Module] : GLLawsonResidenceCodeID  is showing ""NULL"" value for GLAccountInformationID = 5,8,13",2,28/12/2015,Test/SIT,Defect,7/1/2016 6:12,7/1/2016,Build & Configuration Related Issue
524,Closed,"[TM3_Q&I] Step 1 - The contents do not match for ""Applicant Date of Birth and Age field"" in quote step1 page.",3,28/12/2015,Test/SIT,Defect,13/1/2016 2:32,13/1/2016,Build & Configuration Related Issue
525,Closed,[TM3_Q&I] Step 1 - Travelling Companion question is not present in Top up plan when number of traveller is 1,2,28/12/2015,Test/SIT,Defect,29/12/2015 21:57,30/12/2015,Build & Configuration Related Issue
526,Closed,[TM3_Q&I] Clarification- Deductible field missing $ sign,4,28/12/2015,Test/SIT,Watch List,29/12/2015 11:00,29/12/2015,Build & Configuration Related Issue
527,Closed,[TM3_PI&C_Age] System is accepting age=29 days for Trip cancellation and Interruption,2,29/12/2015,Test/SIT,Defect,4/1/2016 4:42,4/1/2016,Environment Issue
528,Closed,"[TM3_Accounting_Module] : [GLAccounting].Legal"" column is showing NULL value where GLAccountInformationID = 13",3,29/12/2015,Test/SIT,Defect,7/1/2016 3:55,7/1/2016,Environment Issue
529,Closed,[TM3_Accounting_Module] : TagName = ?Legal? not found in GLTags table where GLTags. IsDefault = False and ValueType = ?V?,2,29/12/2015,Test/SIT,Defect,7/1/2016 21:33,8/1/2016,Build & Configuration Related Issue
530,Ready to Retest,"[TM3_Accounting_Module] : ""[GLAccounting].AccountingUnit"" column is showing NULL value where GLAccountInformationID = 13",2,29/12/2015,Test/SIT,Defect,20/1/2016 13:04,11/1/2016,Build & Configuration Related Issue
531,Rejected,[TM3_Confirmation] :  Confirmation Void Policy - diplaying Cover Letter even though None is chosen,3,29/12/2015,Test/SIT,Defect,31/12/2015 9:28,31/12/2015,Test Plan issue - Invalid Test Case
532,Rejected,"[TM3 Product] - Product Activated, but status not reflected in the Product view",4,29/12/2015,Test/SIT,Defect,29/12/2015 13:32,29/12/2015,Environment Issue
533,Closed,[TM3_Q&I] The system navigates back to step4(applicant details) page when next button is clicked on Final Recap page(Step5),2,28/12/2015,Test/SIT,Defect,6/1/2016 6:54,6/1/2016,Coding Issue
534,Open,[TM3_PI&C] The system navigates to salesforce home page when add payment is selected from the opportunity Edit screen for Void policy.[PC01-FR956 req number],3,30/12/2015,Test/SIT,Defect,30/12/2015 5:28,,
535,Closed,"[TM3_Q&I_Module] : System is showing error message ? ""Please Contact Admin"" in Final recap page while selecting payment method = ""Pay by Cheque""",1,30/12/2015,Test/SIT,Defect,5/1/2016 6:53,5/1/2016,Database Issue
536,Open,"[TM3_Q&I] VTC_User is redirected to Step-4 Application page,on clicking [Continue] in the PCI payment page.",4,30/12/2015,Test/SIT,Watch List,3/1/2016 20:59,,
537,Closed,[TM3_PI&C]The outstanding amount field is not displayed in 'Payment Edit' Screen.,3,30/12/2015,Test/SIT,Defect,22/1/2016 4:18,22/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
538,Ready to Retest,"[TM3_PI&C] Unwanted data present in ""Host Address Line 1"" field for STAI plan",3,30/12/2015,Test/SIT,Defect,21/1/2016 1:23,13/1/2016,Coding Issue
539,Closed,[TM3_PI&C]The default values in the 'Payment Reason' and payment type field is not matching with the requirement.,3,30/12/2015,Test/SIT,Defect,21/1/2016 11:01,21/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
540,Closed,[TM3_Q&I_UX] Step-1 'Covered Days' field is missing for EMTU plan,4,30/12/2015,Test/SIT,Defect,6/1/2016 4:27,6/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
541,Closed,[TM3_PI&C]: After unchecking 'On Hold' Indicator system is still displaying policy change error message,4,30/12/2015,Test/SIT,Defect,13/1/2016 3:10,13/1/2016,Coding Issue
542,Closed,[TM3_PI&C] The cc expiry date in payment detail page does not match with the expiry date entered in the PCI Payment Form.[req no-PC01-FR427],3,30/12/2015,Test/SIT,Defect,14/1/2016 1:54,14/1/2016,Coding Issue
543,Closed,[TM3_PI&C]: User is not able to 'Reinstate' or 'Cancel Policy' when 'On/Off Hold Indicator' is checked,2,30/12/2015,Test/SIT,Defect,21/1/2016 10:48,21/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
544,Closed,[TM3 Q&I Confirmation] Student National & Outbound not displaying applicant's address,3,30/12/2015,Test/SIT,Defect,13/1/2016 14:56,13/1/2016,Coding Issue
545,Closed,"[TM3 Q&I Confirmation] Student National, Outbound & VTC A Family title trademark is not correct",3,30/12/2015,Test/SIT,Defect,13/1/2016 14:56,13/1/2016,Build & Configuration Related Issue
546,Ready to Retest,[TM3_Q&I_UX] CR - Step 1 - Need Plan Options for VTC and Top-Up in order to improve the mobile experience,2,30/12/2015,Development,Defect,20/1/2016 22:07,,Requirement Issue - Change in Requirement
547,Closed,[TM3 Q&I Confirmation] National Student missing host phone number,3,30/12/2015,Test/SIT,Defect,13/1/2016 14:56,13/1/2016,Coding Issue
548,Closed,[TM3 Q&I Confirmation] Outbound & National Student missing emergency contact info,3,30/12/2015,Test/SIT,Defect,13/1/2016 14:56,13/1/2016,Coding Issue
549,Closed,[TM3_Q&I] Step 1 - Change to values in Destination picklist,4,30/12/2015,Test/SIT,Defect,13/1/2016 23:53,14/1/2016,Build & Configuration Related Issue
550,Closed,[TM3_Confirmation] All Products - Cover Letter trademark is not correct,3,30/12/2015,Test/SIT,Defect,13/1/2016 13:00,13/1/2016,Build & Configuration Related Issue
551,Closed,[TM3 Q&I Confirmation] Student Products - Cover Letter not displaying address,3,30/12/2015,Test/SIT,Defect,13/1/2016 14:57,13/1/2016,Coding Issue
552,Closed,[TM3 Q&I Confirmation] All Products - Cover Letter footer not displaying properly,3,30/12/2015,Test/SIT,Defect,13/1/2016 14:57,13/1/2016,Build & Configuration Related Issue
553,Closed,[TM3_Confirmation] VTC Products - Cover Letter first sentence is not correct,3,30/12/2015,Test/SIT,Defect,13/1/2016 13:02,13/1/2016,Build & Configuration Related Issue
554,Closed,[TM3 Q&I Confirmation] Policy Change Additional Transactions to display 2 decimals,4,30/12/2015,Test/SIT,Defect,7/1/2016 22:45,8/1/2016,Coding Issue
555,Open,[TM3_PI&C]: Clarification: 'Destination' field is non-editable in Oppurtunity Extension screen,3,30/12/2015,Test/SIT,Defect,21/1/2016 5:27,,Requirement Issue - Ambiguous/Unclear Requirement
556,Closed,[TM3_PI&C] Premium Amount is incorrect after changing Deductible Amount for STEM plan,2,31/12/2015,Test/SIT,Defect,6/1/2016 22:29,7/1/2016,Coding Issue
557,Ready to Retest,"[TM3_Q&I] VTC_Plan B_""Pre-existing condition exclusion"" section not shown",3,31/12/2015,Test/SIT,Defect,13/1/2016 4:12,7/1/2016,Coding Issue
558,Closed,"[TM3_PI&C] On clicking the get quote button from opportunity detail page ""The System does not display any message""[REQ NO-PC01-FR479]",3,31/12/2015,Test/SIT,Defect,7/1/2016 1:27,7/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
559,Closed,[TM3_Q&I] VTC_Step 1_Content Mismatch.,4,31/12/2015,Test/SIT,Defect,18/1/2016 22:55,19/1/2016,Build & Configuration Related Issue
560,Closed,[TM3_Q&I] VTC_ Content error.,4,31/12/2015,Test/SIT,Defect,18/1/2016 23:00,19/1/2016,Build & Configuration Related Issue
561,Closed,"[TM3_Q&I] Number of credit card shown as more than one even when ""No Split"" is selected",3,31/12/2015,Test/SIT,Defect,20/1/2016 23:32,21/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
562,Closed,[TM3_PI&C] Premium Amount is incorrect after adding insured to STEM family policy,2,31/12/2015,Test/SIT,Defect,7/1/2016 5:21,7/1/2016,Test Plan issue - Invalid Test Case
564,Closed,[TM3_PI&C] Premium Amount is incorrect after changing Insured Age for STEM plan,2,3/1/2016,Test/SIT,Defect,12/1/2016 23:21,13/1/2016,Coding Issue
565,Closed,[TM3_Q&I_Copy]: Content mismatch in the 'Thank You' page while generating online confirmation,3,3/1/2016,Test/SIT,Defect,15/1/2016 12:54,15/1/2016,Coding Issue
566,Open,[TM3_Correspondence]: Clarification: Policy package is still available after the browser window is closed,4,3/1/2016,Test/SIT,Watch List,13/1/2016 23:57,,
567,Closed,[TM3_Confirmations]There is a mismatch in the contents of the confirmation email for VTC plan when compared to the requirement.,3,4/1/2016,Test/SIT,Defect,6/1/2016 1:31,6/1/2016,Build & Configuration Related Issue
568,Closed,[TM3_Confirmations] Null values are displayed in the policy confirmation pdf for VTC plan.,3,4/1/2016,Test/SIT,Defect,13/1/2016 3:38,13/1/2016,Coding Issue
569,Closed,[TM3_Q&I] STP : Step 5-Final Recap_School Information Missing,3,4/1/2016,Test/SIT,Defect,13/1/2016 4:46,13/1/2016,Build & Configuration Related Issue
570,Open,[TM3_Q&I_COPY] STP : Step - 2_Mismatches in Benefit Features section,3,4/1/2016,Test/SIT,Defect,16/1/2016 15:58,,
571,Ready to Retest,[TM3_Q&I] STP_ Help Text missing on page Step 1 and Step 3 .,4,4/1/2016,Test/SIT,Defect,13/1/2016 5:07,,Build & Configuration Related Issue
572,Closed,[TM3_Q&I_COPY] STP_Step 1_ Help Text mismatch,4,4/1/2016,Test/SIT,Defect,18/1/2016 23:16,19/1/2016,Build & Configuration Related Issue
573,Closed,[TM3_Accounting] : Multiple coulmns in GL Accounting Table is showing either'0' or NULL value for Manual Accounting Entries,2,4/1/2016,Test/SIT,Defect,21/1/2016 3:15,21/1/2016,Coding Issue
574,Closed,[TM3_Confirmations]The content in the confirmation email for OCM plans does not match with the requirement,3,4/1/2016,Test/SIT,Defect,13/1/2016 14:11,13/1/2016,Testing Issue - Oversight of Testing Requirements
575,Ready to Retest,"[TM3_Accounting] : For Student plans, GLLawsonResidneceCodeID is showing NULL where GLAccountInformation = 1",3,4/1/2016,Test/SIT,Defect,20/1/2016 13:05,21/1/2016,Coding Issue
576,Ready to Retest,[TM3_PI&C]: While cancelling a policy payment refund is going for approval when the amount<$2500,3,3/1/2016,Test/SIT,Watch List,21/1/2016 13:18,21/1/2016,Coding Issue
577,Closed,[TM3_PI&C] Age- Error message is not consistent with other plan when age< 30 days for plan=Trip cancellation and Interruption,4,4/1/2016,Test/SIT,Defect,20/1/2016 23:17,21/1/2016,Design Issue
578,Closed,[TM3_Confirmation]The address fields are not getting displayed for Students Plan in the policy confimation pdf.,3,4/1/2016,Test/SIT,Defect,14/1/2016 2:52,14/1/2016,Coding Issue
579,Closed,[TM3_Correspondence]: Field level display issue in the section 'Applicant and coverage information' in policy package pdf,3,4/1/2016,Test/SIT,Defect,13/1/2016 3:31,13/1/2016,Coding Issue
580,Duplicate,[TM3_Correspondence] : Confirmation Policy - Header not correct,3,4/1/2016,Test/SIT,Defect,5/1/2016 12:58,5/1/2016,Build & Configuration Related Issue
581,Closed,[TM3_Correspondence]: Content mismatch in the 'Third  Party Assistance Information' for Student plan,4,4/1/2016,Test/SIT,Defect,6/1/2016 1:14,6/1/2016,Build & Configuration Related Issue
582,Rejected,[TM3_Q&I] : Emergency contact info in TRIP database for Inbound STP,2,4/1/2016,Test/SIT,Defect,5/1/2016 12:52,5/1/2016,Architecture Issue
583,Closed,[TM3_Correspondence]: Clarification: Medical questionnaire paragraph is not displaying before questionnaire section,4,4/1/2016,Test/SIT,Defect,11/1/2016 22:30,12/1/2016,Coding Issue
592,Ready to Retest,[TM3_Q&I_UX] - Choose a Plan Font Type and Size Needs to be the Same,3,4/1/2016,Test/SIT,Defect,20/1/2016 13:06,,Build & Configuration Related Issue
595,Ready to Retest,[TM3_Q&I_UX] - Progress Bar UX Related Defects,3,4/1/2016,Test/SIT,Defect,18/1/2016 14:09,,Build & Configuration Related Issue
598,Duplicate,[TM3_Q&I] : Step 4 - Application Page - VTC- Family - Host Contact Information requested for both travellers,3,4/1/2016,Test/SIT,Defect,18/1/2016 14:46,18/1/2016,Coding Issue
599,Ready to Retest,[TM3_Q&I_UX] - Plan Selector Boxes Related Defects,3,4/1/2016,Test/SIT,Defect,20/1/2016 13:06,,Build & Configuration Related Issue
600,Closed,[TM3_Q&I Confirmation]  VTC- Family - Family multiplier X missing,3,4/1/2016,Test/SIT,Defect,7/1/2016 22:45,8/1/2016,Coding Issue
601,Ready to Retest,[TM3_Q&I_UX] - Product Related Title and Copy Content Box are not Consistent Across Products,3,4/1/2016,Test/SIT,Defect,20/1/2016 13:07,21/1/2016,Coding Issue
604,Open,[TM3_Q&I_UX] - Update Questions to be Yes/No Toggles,3,4/1/2016,Test/SIT,Defect,16/1/2016 16:12,,
605,Ready to Retest,[TM3_Confirmations] : Province info is missing on Correspondence for Canadian addresses on OCM policies,3,4/1/2016,Test/SIT,Defect,21/1/2016 21:21,8/1/2016,Coding Issue
606,Closed,[TM3_Q&I] : Info for address line 1  in payload and TRIP database  for Home Country Address,2,4/1/2016,Test/SIT,Defect,13/1/2016 22:16,14/1/2016,Build & Configuration Related Issue
607,Open,"[TM3_Q&I] Medical Questionnaire_On clicking ""No"" in Section 1- Your Declaration page. System gets stuck",3,4/1/2016,Test/SIT,Defect,12/1/2016 21:38,,
608,Closed,[TM3_PI&C] Premium Amount is incorrect after changing Trip Duration for STAI plan,2,5/1/2016,Test/SIT,Defect,12/1/2016 23:37,13/1/2016,Coding Issue
609,Closed,[TM3_Q&I] MTEM plan_Final Recap page.,4,4/1/2016,Test/SIT,Defect,13/1/2016 5:20,13/1/2016,Build & Configuration Related Issue
610,Open,[TM3_Q&I] Clarification on content,4,5/1/2016,Test/SIT,Watch List,6/1/2016 22:12,,
611,Closed,[TM3_Correspondence]: A blank gap is getting displayed between 'Information Verification' and 'Medical Questionnaire' in the generated confirmation after policy change,4,5/1/2016,Test/SIT,Defect,7/1/2016 2:53,7/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
612,Closed,[TM3_Confirmation]The family multiplier for OCM[Family coverage] is incorrectly displayed in the policy confirmaton.,3,5/1/2016,Test/SIT,Defect,7/1/2016 2:22,7/1/2016,Coding Issue
613,Closed,[TM3_Correspondence]: Gender column is not displaying in the Family breakdown section of policy package in the generated confirmation for Travelling canadian and VTC,3,5/1/2016,Test/SIT,Defect,7/1/2016 3:59,7/1/2016,Existing Production Issue
614,Fixed,[TM3_Q&I_Copy] Payment section_field label mismatch,3,5/1/2016,Test/SIT,Defect,19/1/2016 8:48,,Build & Configuration Related Issue
615,Open,"[TM3_Q&I_LIA] ""Clear All"" indicator missing from Medical Questionnaire for LIA user",3,5/1/2016,Test/SIT,Defect,16/1/2016 12:42,,
616,Open,[TM3_Q&I_LIA] LIA Medical Script missing,3,5/1/2016,Test/SIT,Defect,19/1/2016 19:58,,
617,Closed,[TM3_PI&C] Premium Amount is incorrect after changing Multi Trip Duration for MTEM plan,2,5/1/2016,Test/SIT,Defect,13/1/2016 4:00,13/1/2016,Coding Issue
618,Closed,[TM3_Correspondence]: 'Relationship To Applicant' field is displaying as 'Relationship To' in the family breakdown section after generating confirmation in policy  change,4,5/1/2016,Test/SIT,Defect,7/1/2016 4:05,7/1/2016,Existing Production Issue
619,Closed,[TM3_Confirmation] The last line of the Cover Letter for Vtc plan does not match with the requirement.,3,5/1/2016,Test/SIT,Defect,7/1/2016 2:39,7/1/2016,Existing Production Issue
620,Closed,[TM3_Confirmation] The first line of the header in cover letter for policy cancellation does not match with the requirement.req no [CORR01-FR089],3,5/1/2016,Test/SIT,Defect,14/1/2016 3:52,14/1/2016,Design Issue
621,Closed,[TM3_Confirmation]: First sentence of the Policy change cover letter is not as expected and displaying CoverMe? instead of CoverMe?,4,5/1/2016,Test/SIT,Defect,14/1/2016 22:20,15/1/2016,Design Issue
622,Open,[TM3_Correspondence]: Clarification: 'Policy Correction' drop down is not present in the 'Cover Letter' drop down for generating policy correction cover letter,4,5/1/2016,Test/SIT,Watch List,6/1/2016 11:13,,
623,Closed,"[TM3_Accounting_Module] : [INST_TRIP_T1].program.GlobalSetting table does not have row entry for ""Legal "" (i.e - 0001)",2,4/1/2016,Test/SIT,Defect,6/1/2016 23:48,7/1/2016,Build & Configuration Related Issue
624,Closed,[TM3_Confirmation]: Policy correction cover letter content mismatch with requirement,3,5/1/2016,Test/SIT,Defect,14/1/2016 23:36,15/1/2016,Design Issue
625,Ready to Retest,[TM3_Confirmations] : Application date on the confirmation does not take into  account time offset,2,5/1/2016,Test/SIT,Defect,14/1/2016 3:48,13/1/2016,Coding Issue
626,Closed,[TM3_Migration] Marketing code not migrated,2,5/1/2016,Development,Defect,19/1/2016 5:15,19/1/2016,Coding Issue
627,Closed,[TM3_PI&C] Premium Amount is getting changed on changing Coverage Start Date for MTAI plan,2,5/1/2016,Test/SIT,Defect,13/1/2016 4:27,13/1/2016,Coding Issue
